NAME,TYPE,LENGTH,LABEL
DPST06FC,Numeric,8,District 2017 Staff: Teacher 6-10 Years Full Time Equiv Count
DPST06FP,Numeric,8,District 2017 Staff: Teacher 6-10 Years Full Time Equiv Percent
DPST20FC,Numeric,8,District 2017 Staff: Teacher > 20 Years Full Time Equiv Count
DPST20FP,Numeric,8,District 2017 Staff: Teacher > 20 Years Full Time Equiv Percent
DPST00FC,Numeric,8,District 2017 Staff: Teacher Beginning Full Time Equiv Count
DPST00FP,Numeric,8,District 2017 Staff: Teacher Beginning Full Time Equiv Percent
DPSTKIDR,Numeric,8,District 2017 Staff: Teacher Student Ratio
DPSLEXPA,Numeric,8,District 2017 Staff: Assistant Principal Experience Average
DPSLEXPT,Numeric,8,District 2017 Staff: Assistant Principal Experience Total
DPSLTENA,Numeric,8,District 2017 Staff: Assistant Principal Tenure Average
DPSLTENT,Numeric,8,District 2017 Staff: Assistant Principal Tenure Total
DPSLFTEC,Numeric,8,District 2017 Staff: Assistant Principal Total Full Time Equiv - Experience Calculation
DPSHEXPA,Numeric,8,District 2017 Staff: Principal Experience Average
DPSHEXPT,Numeric,8,District 2017 Staff: Principal Experience Total
DPSHTENA,Numeric,8,District 2017 Staff: Principal Tenure Average
DPSHTENT,Numeric,8,District 2017 Staff: Principal Tenure Total
DPSHFTEC,Numeric,8,District 2017 Staff: Principal Total Full Time Equiv - Experience Calculation
DPSTEXPA,Numeric,8,District 2017 Staff: Teacher Experience Average
DPSTEXPT,Numeric,8,District 2017 Staff: Teacher Experience Total
DPSTTENA,Numeric,8,District 2017 Staff: Teacher Tenure Average
DPSTTENT,Numeric,8,District 2017 Staff: Teacher Tenure Total
DPSTFTEC,Numeric,8,District 2017 Staff: Teacher Total Full Time Equiv - Experience Calculation
DPST01SA,Numeric,8,District 2017 Staff: Teacher 1-5 Years Base Salary Average
DPST01ST,Numeric,8,District 2017 Staff: Teacher 1-5 Years Base Salary Total
DPST11SA,Numeric,8,District 2017 Staff: Teacher 11-20 Years Base Salary Average
DPST11ST,Numeric,8,District 2017 Staff: Teacher 11-20 Years Base Salary Total
DPST06SA,Numeric,8,District 2017 Staff: Teacher 6-10 Years Base Salary Average
DPST06ST,Numeric,8,District 2017 Staff: Teacher 6-10 Years Base Salary Total
DPST20SA,Numeric,8,District 2017 Staff: Teacher > 20 Years Base Salary Average
DPST20ST,Numeric,8,District 2017 Staff: Teacher > 20 Years Base Salary Total
DPST00SA,Numeric,8,District 2017 Staff: Teacher Beginning Base Salary Average
DPST00ST,Numeric,8,District 2017 Staff: Teacher Beginning Base Salary Total
DPSCTOSA,Numeric,8,District 2017 Staff: Central Admin Total Base Salary Average
DPSCTOST,Numeric,8,District 2017 Staff: Central Admin Total Base Salary Total
DPSSTOSA,Numeric,8,District 2017 Staff: School Admin Total Base Salary Average
DPSSTOST,Numeric,8,District 2017 Staff: School Admin Total Base Salary Total
DPSUTOSA,Numeric,8,District 2017 Staff: Support Total Base Salary Average
DPSUTOST,Numeric,8,District 2017 Staff: Support Total Base Salary Total
DPSTTOSA,Numeric,8,District 2017 Staff: Teacher Total Base Salary Average
DPSTTOST,Numeric,8,District 2017 Staff: Teacher Total Base Salary Total
DPSOTOFC,Numeric,8,District 2017 Staff: Contract Serv Total Full Time Equiv Count
DPSAINHP,Numeric,8,District 2017 Staff: Percent Of Instructional Hours
DPSXCOFC,Numeric,8,District 2017 Staff: SSA Auxiliary Staff Full Time Equiv Count
DPSECOFC,Numeric,8,District 2017 Staff: SSA Educational Aides Full Time Equiv Count
DPSPCOFC,Numeric,8,District 2017 Staff: SSA Professional Staff Full Time Equiv Count
DPSTCOFC,Numeric,8,District 2017 Staff: Teacher Compensatory Program Full Time Equiv Count
DPSTCOFP,Numeric,8,District 2017 Staff: Teacher Compensatory Program Full Time Equiv Percent
DPSTURND,Numeric,8,District 2017 Staff: Teacher Turnover Denominator
DPSTURNN,Numeric,8,District 2017 Staff: Teacher Turnover Numerator
DPSTURNR,Numeric,8,District 2017 Staff: Teacher Turnover Ratio
DPFEIERP,Numeric,8,District 2016 Finance: Instructional Expenditures Ratio
DPSTBIFC,Numeric,8,District 2017 Staff: Teacher Bilingual Program Full Time Equiv Count
DPSTBIFP,Numeric,8,District 2017 Staff: Teacher Bilingual Program Full Time Equiv Percent
DPSTVOFC,Numeric,8,District 2017 Staff: Teacher Career & Technical Prgms Full Time Equiv Count
DPSTVOFP,Numeric,8,District 2017 Staff: Teacher Career & Technical Prgms Full Time Equiv Percent
DPSTGIFC,Numeric,8,District 2017 Staff: Teacher Gifted & Talented Program Full Time Equiv Count
DPSTGIFP,Numeric,8,District 2017 Staff: Teacher Gifted & Talented Program Full Time Equiv Percent
DPSTOPFC,Numeric,8,District 2017 Staff: Teacher Other Full Time Equiv Count
DPSTOPFP,Numeric,8,District 2017 Staff: Teacher Other Full Time Equiv Percent
DPSTREFC,Numeric,8,District 2017 Staff: Teacher Regular Program Full Time Equiv Count
DPSTREFP,Numeric,8,District 2017 Staff: Teacher Regular Program Full Time Equiv Percent
DPSTSPFC,Numeric,8,District 2017 Staff: Teacher Special Program Full Time Equiv Count
DPSTSPFP,Numeric,8,District 2017 Staff: Teacher Special Program Full Time Equiv Percent
