"6 Digit County District Number","District Name","District 2024 Staff: Teacher Total Full Time Equiv Count","District 2024 Staff: Support Total Full Time Equiv Count","District 2024 Staff: School Admin Total Full Time Equiv Count","District 2024 Staff: Central Admin Total Full Time Equiv Count","District 2024 Staff: Educ Aide Total Full Time Equiv Count","District 2024 Staff: Teacher Total Base Salary Total","District 2024 Staff: Support Total Base Salary Total","District 2024 Staff: School Admin Total Base Salary Total","District 2024 Staff: Teacher Beginning Full Time Equiv Count","District 2024 Staff: Teacher 1-5 Years Full Time Equiv Count","District 2024 Staff: Teacher 6-10 Years Full Time Equiv Count","District 2024 Staff: Teacher 11-20 Years Full Time Equiv Count","District 2024 Staff: Teacher 21-30 Years Full Time Equiv Count","District 2024 Staff: Teacher > 30 Years Full Time Equiv Count","District 2024 Staff: Teacher Beginning Base Salary Total","District 2024 Staff: Teacher 1-5 Years Base Salary Total","District 2024 Staff: Teacher 6-10 Years Base Salary Total","District 2024 Staff: Teacher 11-20 Years Base Salary Total","District 2024 Staff: Teacher 21-30 Years Base Salary Total","District 2024 Staff: Teacher > 30 Years Base Salary Total","District 2024 Staff: Teacher No Degree Full Time Equiv Count","District 2024 Staff: Teacher BA Degree Full Time Equiv Count","District 2024 Staff: Teacher MS Degree Full Time Equiv Count","District 2024 Staff: Teacher PH Degree Full Time Equiv Count","District 2024 Staff: SSA Educational Aides Full Time Equiv Count","District 2024 Staff: Professional Total Full Time Equiv Count","District 2024 Staff: Counselor Total Part Time Equiv Count","District 2024 Staff: Counselor Total Full Time Equiv Count","District 2024 Staff: Librarian Total Part Time Equiv Count","District 2024 Staff: Librarian Total Full Time Equiv Count","District 2024 Staff: Auxiliary Total Full Time Equiv Count","District 2024 Staff: All Staff Total Full Time Equiv Count","District 2024 Staff: Contract Serv Total Full Time Equiv Count","District 2024 Staff: Teacher American Indian Full Time Equiv Count","District 2024 Staff: Teacher Pacific Islander Full Time Equiv Count","District 2024 Staff: Teacher Asian Full Time Equiv Count","District 2024 Staff: Teacher African American Full Time Equiv Count","District 2024 Staff: Teacher Hispanic Full Time Equiv Count","District 2024 Staff: Teacher White Full Time Equiv Count","District 2024 Staff: Teacher Two or more races Full Time Equiv Count","District 2024 Staff: Teacher Male Full Time Equiv Count","District 2024 Staff: Teacher Female Full Time Equiv Count","District 2024 Staff: Teacher Regular Program Full Time Equiv Count","District 2024 Staff: Teacher Career & Technical Prgms Full Time Equiv Count","District 2024 Staff: Teacher Bilingual Program Full Time Equiv Count","District 2024 Staff: Teacher Compensatory Program Full Time Equiv Count","District 2024 Staff: Teacher Gifted & Talented Program Full Time Equiv Count","District 2024 Staff: Teacher Special Education Full Time Equiv Count","District 2024 Staff: Teacher Other Full Time Equiv Count","District 2024 Staff: Teacher Turnover Numerator","District 2024 Staff: Teacher Turnover Denominator","District 2024 Staff: Teacher Turnover Ratio","District 2024 Staff: Teacher Tenure Average","District 2024 Staff: Teacher Experience Average","District 2024 Staff: Principal Experience Average","District 2024 Staff: Principal Tenure Average","District 2024 Staff: Assistant Principal Experience Average","District 2024 Staff: Assistant Principal Tenure Average","District 2024 Staff: Principal Experience Total","District 2024 Staff: Principal Tenure Total","District 2024 Staff: Assistant Principal Experience Total","District 2024 Staff: Assistant Principal Tenure Total","District 2024 Staff: All Staff Minority Full Time Equiv Count","District 2024 Staff: Teacher Experience Total","District 2024 Staff: Teacher Tenure Total","District 2024 Staff: Professional Total Full Time Equiv Percent","District 2024 Staff: Teacher Total Full Time Equiv Percent","District 2024 Staff: Support Total Full Time Equiv Percent","District 2024 Staff: School Admin Total Full Time Equiv Percent","District 2024 Staff: Central Admin Total Full Time Equiv Percent","District 2024 Staff: Educ Aide Total Full Time Equiv Percent","District 2024 Staff: Auxiliary Total Full Time Equiv Percent","District 2024 Staff: All Staff Minority Full Time Equiv Percent","District 2024 Staff: Teacher No Degree Full Time Equiv Percent","District 2024 Staff: Teacher BA Degree Full Time Equiv Percent","District 2024 Staff: Teacher MS Degree Full Time Equiv Percent","District 2024 Staff: Teacher PH Degree Full Time Equiv Percent","District 2024 Staff: Teacher Beginning Full Time Equiv Percent","District 2024 Staff: Teacher 1-5 Years Full Time Equiv Percent","District 2024 Staff: Teacher 6-10 Years Full Time Equiv Percent","District 2024 Staff: Teacher 11-20 Years Full Time Equiv Percent","District 2024 Staff: Teacher 21-30 Years Full Time Equiv Percent","District 2024 Staff: Teacher > 30 Years Full Time Equiv Percent","District 2024 Staff: Teacher Regular Program Full Time Equiv Percent","District 2024 Staff: Teacher Career & Technical Prgms Full Time Equiv Percent","District 2024 Staff: Teacher Bilingual Program Full Time Equiv Percent","District 2024 Staff: Teacher Compensatory Program Full Time Equiv Percent","District 2024 Staff: Teacher Gifted & Talented Program Full Time Equiv Percent","District 2024 Staff: Teacher Special Education Full Time Equiv Percent","District 2024 Staff: Teacher Other Full Time Equiv Percent","District 2024 Staff: Teacher African American Full Time Equiv Percent","District 2024 Staff: Teacher White Full Time Equiv Percent","District 2024 Staff: Teacher Hispanic Full Time Equiv Percent","District 2024 Staff: Teacher Pacific Islander Full Time Equiv Percent","District 2024 Staff: Teacher American Indian Full Time Equiv Percent","District 2024 Staff: Teacher Asian Full Time Equiv Percent","District 2024 Staff: Teacher Two or more races Full Time Equiv Percent","District 2024 Staff: Teacher Male Full Time Equiv Percent","District 2024 Staff: Teacher Female Full Time Equiv Percent","District 2024 Staff: Teacher Student Ratio","District 2024 Staff: Teacher Beginning Base Salary Average","District 2024 Staff: Teacher 1-5 Years Base Salary Average","District 2024 Staff: Teacher 6-10 Years Base Salary Average","District 2024 Staff: Teacher 11-20 Years Base Salary Average","District 2024 Staff: Teacher 21-30 Years Base Salary Average","District 2024 Staff: Teacher > 30 Years Base Salary Average","District 2024 Staff: Teacher Total Base Salary Average","District 2024 Staff: Support Total Base Salary Average","District 2024 Staff: School Admin Total Base Salary Average","District 2024 Staff: Central Admin Total Base Salary Average","District 2024 Staff: Teacher Incentive Allotment Master Head Count","District 2024 Staff: Teacher Incentive Allotment Exemplary Head Count","District 2024 Staff: Teacher Incentive Allotment Recognized Head Count","District 2024 Staff: Teacher Incentive Allotment Recognized Payout Average","District 2024 Staff: Teacher Incentive Allotment Exemplary Payout Average","District 2024 Staff: Teacher Incentive Allotment Master Payout Average"
DISTRICT,DISTNAME,DPSTTOFC,DPSUTOFC,DPSSTOFC,DPSCTOFC,DPSETOFC,DPSTTOST,DPSUTOST,DPSSTOST,DPST00FC,DPST01FC,DPST06FC,DPST11FC,DPST21FC,DPST30FC,DPST00ST,DPST01ST,DPST06ST,DPST11ST,DPST21ST,DPST30ST,DPSTNOFC,DPSTBAFC,DPSTMSFC,DPSTPHFC,DPSECOFC,DPSPTOFC,DPSRTOPC,DPSRTOFC,DPSBTOPC,DPSBTOFC,DPSXTOFC,DPSATOFC,DPSOTOFC,DPSTINFC,DPSTPIFC,DPSTASFC,DPSTBLFC,DPSTHIFC,DPSTWHFC,DPSTTWFC,DPSTMAFC,DPSTFEFC,DPSTREFC,DPSTVOFC,DPSTBIFC,DPSTCOFC,DPSTGIFC,DPSTSPFC,DPSTOPFC,DPSTURNN,DPSTURND,DPSTURNR,DPSTTENA,DPSTEXPA,DPSHEXPA,DPSHTENA,DPSLEXPA,DPSLTENA,DPSHEXPT,DPSHTENT,DPSLEXPT,DPSLTENT,DPSAMIFC,DPSTEXPT,DPSTTENT,DPSPTOFP,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSTNOFP,DPSTBAFP,DPSTMSFP,DPSTPHFP,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST21FP,DPST30FP,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTGIFP,DPSTSPFP,DPSTOPFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTPIFP,DPSTINFP,DPSTASFP,DPSTTWFP,DPSTMAFP,DPSTFEFP,DPSTKIDR,DPST00SA,DPST01SA,DPST06SA,DPST11SA,DPST21SA,DPST30SA,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DMSTHCNT,DEXPHCNT,DRECHCNT,DRECAVGP,DEXPAVGP,DMSTAVGP
"001902","CAYUGA ISD",48.7,6.1,3.3,2.1,18.7,2852089.3,352798.5,249543.6,1.2,10.3,3.4,15.1,14.1,4.7,53000.1,460258.8,173608.5,916048.6,930566.2,318607,0.2,40.5,8,0,0,60.2,2,2,1,0,29.1,108,2.5,0,0,0,1.9,0,46.9,0,10.1,38.6,39.5,5.5,0,0,0,3.7,0,4.5,48.4,9.2,8.1,14.3,10.7,8.3,0,0,32,25,0,0,11.6,948.1,537,55.8,45.1,5.7,3.1,1.9,17.3,26.9,10.8,0.5,83.1,16.5,0,2.4,21.1,7,31,28.9,9.6,81,11.4,0,0,0,7.6,0,3.8,96.2,0,0,0,0,0,20.8,79.2,12.1,45423,44704,51192,60643,65993,68084,58517,57801,75622,88679,,,,,,
"001903","ELKHART ISD",92.9,9.3,5,2,30.1,5187983.7,625571,393912,3,20.6,15.8,29,18.4,6.1,103934.3,836177.7,780274.4,1792333.1,1232346.6,442917.7,1.8,69.7,21.4,0,0,109.2,0,3,0,0,35,174.2,0,0,0,0,3.6,4.1,85.2,0,22.1,70.8,61.9,14.8,0.6,5.2,0.6,8.7,1,22.5,104.5,21.5,7.8,14.6,5.5,5.5,2,2,22,22,2,2,20.5,1492.1,797.2,62.7,53.3,5.4,2.8,1.1,17.3,20.1,11.8,2,75,23.1,0,3.2,22.2,17,31.2,19.8,6.6,66.6,15.9,0.7,5.6,0.6,9.4,1.1,3.8,91.8,4.4,0,0,0,0,23.8,76.2,12.9,35040,40562,49509,61743,66912,72343,55839,67116,79376,105360,,,1,6488,,
"001904","FRANKSTON ISD",66.7,3.5,4.2,2,20.8,3814014.2,194849.9,316927,4.8,13.8,21.7,11.9,11.9,2.7,224632.6,691813.9,1150767.1,759758.5,807036.1,180006,1.9,49.5,15.3,0,0,76.5,1,2,0,0,39.8,137.1,0,0,0,0,0.9,2.7,63.1,0,15.9,50.8,59.7,1.1,0,1.8,0,4.1,0,9,68,13.2,5.2,11.6,6.3,6,4.5,4.5,19,18,9,9,16.7,1042.8,467.5,55.8,48.7,2.6,3.1,1.5,15.2,29,12.2,2.9,74.2,22.9,0,7.1,20.7,32.5,17.8,17.8,4.1,89.4,1.7,0,2.7,0,6.1,0,1.4,94.6,4.1,0,0,0,0,23.9,76.1,12,47254,50122,53028,64031,67972,65629,57148,55117,75358,105798,,3,6,6181,12627,
"001906","NECHES ISD",30.8,2.3,3,3,8.7,1628744.7,147581.2,203184,7.5,2,6.8,7.8,4.8,1.9,356975.2,85826.7,322599.7,440519.6,295496.8,127326.7,0,28.1,2.6,0,0,39,1,0,0,0,15.8,63.5,0,0,0,0,0,0,30.8,0,5.9,24.9,17.1,6.8,0,3.6,1,1.7,0.6,8.7,28.1,31,6.2,11.5,1.5,1.5,0,0,3,3,0,0,9.9,357.7,192.8,61.4,48.5,3.5,4.7,4.7,13.7,24.9,15.5,0,91.4,8.6,0,24.3,6.4,22,25.3,15.7,6.3,55.4,22.1,0,11.8,3.1,5.7,1.9,0,100,0,0,0,0,0,19.1,80.9,10.6,47663,43609,47615,56661,61063,65782,52912,65487,68461,84677,,1,,,11507,
"001907","PALESTINE ISD",228.2,44.4,18,11,99.5,12591161.1,3123668.4,1547411,25.8,48.4,33.9,73.4,23.8,22.9,1038054.1,2262852.7,1743737.9,4433026.7,1550344.9,1563144.7,4.8,191.5,31,0.9,0,301.6,0,9,0,0,117,518.1,0,0,0,0,19,39.6,166.9,2.8,66.9,161.3,144.3,21.9,7.5,19.1,0,21.7,13.7,36.9,251.4,14.7,7.9,12.9,6.3,5,5.6,4.5,38,30,56,45,178.3,3088.3,1891.3,58.2,44.1,8.6,3.5,2.1,19.2,22.6,34.4,2.1,83.9,13.6,0.4,11.3,21.2,14.9,32.2,10.4,10,63.2,9.6,3.3,8.4,0,9.5,6,8.3,73.1,17.4,0,0,0,1.2,29.3,70.7,14.2,40237,46735,51411,60381,65094,68357,55167,70376,86044,108525,12,23,30,6135,12409,23398
"001908","WESTWOOD ISD",107.2,13.3,12,3,52.2,5466694.8,836595,849951,15,31.2,16,24,12,9,598568.5,1406309.1,794295.1,1410853.5,736657.2,520011.4,5,74.7,27.5,0,0,135.5,1,3,0,0,65.2,252.9,0,1,0,0,15,7,84.2,0,30.5,76.7,73.3,14.5,0,8.8,0,5,5.5,31.9,106,30,4.4,11,5,4,1.8,1.8,20,16,11,11,77.9,1353,541.2,53.6,42.4,5.3,4.7,1.2,20.7,25.8,30.8,4.6,69.7,25.7,0,14,29.1,14.9,22.4,11.2,8.4,68.4,13.5,0,8.2,0,4.7,5.1,14,78.5,6.5,0,0.9,0,0,28.4,71.6,12.7,39990,45009,49646,58816,61391,57782,50996,62803,70969,133181,,,,,,
"001909","SLOCUM ISD",33.9,6.8,2.4,2,6.5,2080603.8,411418.6,219182.2,0.9,5.4,3.7,12.4,10.2,1.4,40505.1,256634.5,197701.9,790142.9,694077.9,101541.5,0.9,29.1,3.9,0,0,45.2,1,1,1,0,13.6,65.3,0,0,0,0,0,0,33.9,0,7.3,26.6,25.2,3.5,0,0,0,3.5,1.8,8.2,37.6,21.7,9,16.4,11.3,11.3,0,0,34,34,0,0,2.7,762.6,418.5,69.2,52,10.5,3.7,3.1,9.9,20.9,4.2,2.8,85.9,11.4,0,2.6,15.9,10.8,36.6,30,4,74.2,10.4,0,0,0,10.2,5.2,0,100,0,0,0,0,0,21.6,78.4,9.8,45348,47512,53728,63585,68189,74161,61287,60246,90691,102150,,9,2,5741,11932,
"002901","ANDREWS ISD",277.8,41.2,17.2,9.8,107.3,17273589.5,3058738.6,1575109,19.9,59.4,56,76.7,51.2,14.5,1140997.8,3354210.2,3298957.9,4980419.6,3404432.2,1094571.8,3,213.2,60.9,0.7,0,346,0,10,0,2,140.5,593.7,0,1,1,2,1,74.5,190.2,8,63.5,214.3,190.9,16.8,22.5,16.6,4.2,16.5,10.4,60.9,286.7,21.2,7.5,13.3,8.2,4.7,4.8,3.3,49,28,48,33,260.6,4096.4,2310,58.3,46.8,6.9,2.9,1.7,18.1,23.7,43.9,1.1,76.8,21.9,0.2,7.2,21.4,20.2,27.6,18.4,5.2,68.7,6,8.1,6,1.5,5.9,3.7,0.4,68.5,26.8,0.4,0.4,0.7,2.9,22.9,77.1,15.3,57353,56470,58912,64899,66457,75501,62190,74190,91729,123795,,,,,,
"003801","PINEYWOODS COMMUNITY ACADEMY",62.1,13.6,6.5,4.3,12.4,3803002.2,909491.6,490986.6,1.8,21.7,15.3,12.5,9,1.9,94981,1200714.1,903464.7,811333,644815,147694.3,0,54,8.1,0,0,86.4,0,4,0,0,26.8,125.6,0,0,0,0,0.9,4.5,56.7,0,10,52.1,50.4,5,0,1.8,0.9,4,0,21,68,30.9,3.4,10.7,10.5,1.8,2,1,42,7,4,2,19.7,731.9,232.6,68.8,49.4,10.8,5.1,3.4,9.9,21.3,15.7,0,87,13,0,2.9,34.9,24.6,20.1,14.5,3.1,81.1,8.1,0,2.9,1.4,6.4,0,1.4,91.3,7.2,0,0,0,0,16.1,83.9,16.5,52873,55380,59146,65081,71762,77808,61237,66985,75942,138014,2,3,1,4924,10114,18663
"003902","HUDSON ISD",214.2,29.9,16.4,6,38.7,12033488.7,2047590,1247638.8,7,48,46,66,31.7,15.5,343290.8,2364099.1,2456775.3,3761602.1,2075068.4,1032653.1,0,166.7,46.5,1,0,266.5,1,7,2,2,136.5,441.7,1.2,0,0,1,1,13,199.2,0,42.4,171.8,133.4,17.5,0.4,13.3,14,31.3,4.2,29.2,216.6,13.5,7.8,13.1,4.8,4.8,3.1,2.6,24,24,25,21,76,3111.3,1852.5,60.3,48.5,6.8,3.7,1.4,8.8,30.9,17.2,0,77.8,21.7,0.5,3.3,22.4,21.5,30.8,14.8,7.2,62.3,8.2,0.2,6.2,6.6,14.6,1.9,0.5,93,6.1,0,0,0.5,0,19.8,80.2,12.8,49263,49252,53409,56992,65381,66623,56177,68580,76054,123729,,1,1,6442,13614,
"003903","LUFKIN ISD",538.3,114.7,70.5,21,147.1,29477005.2,7520546.7,5085552.4,36.6,162.1,94.3,136.1,79.2,29.9,1771008.3,7910072.7,4876963.2,7630113.1,5118589.2,2170258.6,31.8,402.5,104,0,0,744.5,0,21,0,7,350.4,1242.1,0,3.9,1.9,0,69.1,83,371.5,8.8,111.4,427,311.3,30.3,47.6,11.3,23.3,59.6,55,110.6,563.6,19.6,8.1,11.7,4.3,3.9,4.7,3.4,60,54,149,108,551.2,6433.8,4454.2,59.9,43.3,9.2,5.7,1.7,11.8,28.2,44.4,5.9,74.8,19.3,0,6.8,30.1,17.5,25.3,14.7,5.6,57.8,5.6,8.8,2.1,4.3,11.1,10.2,12.8,69,15.4,0.4,0.7,0,1.6,20.7,79.3,13.1,48329,48794,51714,56047,64637,72487,54756,65567,72160,102903,4,6,16,6193,12958,24014
"003904","HUNTINGTON ISD",127.4,26.5,9.1,4.7,33.5,6807791.7,1644800,662220.6,5,31,28,39,21.4,3,215017.2,1437331.1,1388072.1,2249692.9,1330978.6,186699.9,1,106.5,19.9,0,0,167.7,0,5,0,0,70.8,272,0,0,0,0,2,2,122.4,1,25.9,101.5,89.9,9.8,0,10.4,0.1,15.5,1.6,19.6,123.8,15.8,7.1,12,7.3,6,1.8,1.5,29,24,7,6,16.3,1608,951.4,61.7,46.8,9.7,3.4,1.7,12.3,26,6,0.8,83.6,15.6,0,3.9,24.3,22,30.6,16.8,2.4,70.6,7.7,0,8.2,0.1,12.1,1.3,1.6,96.1,1.6,0,0,0,0.8,20.3,79.7,12.5,43000,46366,49572,57685,62286,62233,53449,62068,72518,117079,,,,,,
"003905","DIBOLL ISD",132,36.1,7.2,4,30.4,7937642,2460928.1,600832,6.8,28.1,15.6,53.8,17,10.7,343009.8,1538432.5,849165,3270730.8,1183796.9,752507,2.4,102.4,26.8,0.4,0,179.3,1,6,3,1,83.3,293,0,1,0,0,4.9,25.4,100.8,0,31,101,87.3,12.2,2.2,17.1,1,6.2,6.1,30.1,139.7,21.5,7.9,13.6,9.7,7,7,5.4,29,21,35,27,102,1916.2,1113.1,61.2,45,12.3,2.5,1.4,10.4,28.4,34.8,1.8,77.6,20.3,0.3,5.2,21.3,11.8,40.7,12.9,8.1,66.1,9.2,1.7,13,0.7,4.7,4.6,3.7,76.3,19.2,0,0.8,0,0,23.5,76.5,12.3,50343,54808,54528,60817,69505,70112,60133,68078,83613,120232,1,9,11,7291,14715,26484
"003906","ZAVALLA ISD",33.8,2.9,2.1,2,3.9,1876899.7,141568,162782.2,2.9,8.8,2.9,8.5,9.8,1,116299.4,381302.9,143560.8,524715.2,650001.4,61020,0,23.4,10.4,0,0,40.9,0,1,0,0,12.3,57,0,0,0,0,0,0,33.8,0,4.8,29,22.9,3.1,0,1.2,0,6.6,0,8.8,36.6,24,6,13.8,3.5,3.5,0,0,7,7,0,0,1,467.8,203.4,71.7,59.3,5.2,3.7,3.5,6.8,21.5,1.8,0,69.1,30.9,0,8.6,25.9,8.6,25,28.9,2.9,67.7,9.1,0,3.6,0,19.5,0,0,100,0,0,0,0,0,14.2,85.8,9.5,39820,43529,49166,61984,66582,62694,55527,48045,77254,83518,,,,,,
"003907","CENTRAL ISD",114.9,25.2,8.6,4.5,32,6313836.7,1704700.6,628549,9.7,35.9,20.4,30.4,14.5,4.1,418534.9,1701960.7,1129839.7,1830986.5,984998,247517,10.4,89.8,14.7,0,0,153.2,0,3,0,3,86.2,271.4,0,0,1,0,0,7.9,106.1,0,23.7,91.2,85.3,11.6,0.6,4.4,0,11.8,1.3,28,112.7,24.8,5.2,10.7,8.3,5.3,4.3,4.3,25,16,17,17,31.7,1417.8,689,56.4,42.3,9.3,3.2,1.7,11.8,31.8,11.7,9.1,78.1,12.8,0,8.5,31.2,17.8,26.5,12.6,3.5,74.2,10.1,0.5,3.8,0,10.2,1.2,0,92.3,6.8,0.9,0,0,0,20.6,79.4,13.3,42979,47459,55362,60166,68149,61099,54929,67770,73370,103153,,,,,,
"004901","ROCKPORT-FULTON ISD",215.2,38.8,10.4,12.4,51.5,12585069.1,2649594.7,903342.3,30.3,66.1,29,51,29.5,9.4,1628637.2,3528155.5,1581460.9,3131749.5,1942410.8,772655.3,14,157,43.3,1,0,276.8,2,8,0,2,111.2,439.6,0,0.9,0.4,0,4,44.8,164.5,0.6,52.3,163,158.2,14,2.1,7.5,0.6,32.8,0,63.1,207.8,30.4,5.7,10.5,2.5,2,2.6,1.6,10,8,21,13,122.1,2414,1310.4,63,49,8.8,2.4,2.8,11.7,25.3,27.8,6.5,72.9,20.1,0.5,14.1,30.7,13.5,23.7,13.7,4.4,73.5,6.5,1,3.5,0.3,15.3,0,1.9,76.4,20.8,0.2,0.4,0,0.3,24.3,75.7,13.8,53792,53402,54535,61424,65852,82001,58468,68350,87077,85281,2,8,11,6520,12642,23114
"005901","ARCHER CITY ISD",45.7,4,1.5,1,15.3,2565947.4,273661,150734,2,9.8,12.6,8.5,8.7,4.2,112085.8,454809.5,647270.6,501084.8,571597.9,279098.8,1,38.1,5.7,1,0,52.3,0,2,0,1,21.5,89.1,0,0,0,0,0,3.9,39.9,1.9,15,30.8,34.7,5.8,0,1.9,0,3.2,0,12.7,47.2,26.9,9.7,13.2,8.5,5.5,2,2,17,11,2,2,7.9,664,487.9,58.7,51.3,4.5,1.7,1.1,17.2,24.1,8.9,2.2,83.2,12.4,2.2,4.4,21.4,27.5,18.7,18.9,9.1,75.9,12.8,0,4.2,0,7.1,0,0,87.2,8.5,0,0,0,4.2,32.8,67.2,10.9,56051,46379,51481,58712,66078,66689,56088,68415,98051,159108,,,5,6016,,
"005902","HOLLIDAY ISD",90,7,5,3,23.2,5187609.7,457584,418000,1,15,16,29,27,2,47174.7,661459.6,816815.2,1761161.5,1769505.4,131493.3,0,72,18,0,0,105,0,3,0,1,25.3,153.5,0,0,0,0,0,5,84,1,22,68,69.5,6.3,0,5.2,0.2,8.8,0,8.2,87.2,9.4,7.1,14.9,5,4,1.5,1.5,15,12,3,3,15,1683.7,802.3,68.4,58.6,4.6,3.3,2,15.1,16.5,9.7,0,80,20,0,1.1,16.7,17.8,32.2,30,2.2,77.2,7,0,5.8,0.2,9.8,0,0,93.3,5.6,0,0,0,1.1,24.4,75.6,12.5,47170,44094,51052,60729,65537,65740,57639,65369,83600,114633,5,8,13,5180,10313,19137
"005904","WINDTHORST ISD",40,2,1.2,2,8.7,2197041.3,111673.8,85778.9,3.9,4.9,4,16.5,6.9,3.8,148056.5,197623.9,204324.1,943266,454912.3,248858.3,0,35.2,4.8,0,0,45.2,0,1,0,0,20.5,74.4,1,0,0,0,0,0.9,39.1,0,9.7,30.2,30.5,4,0,1.9,0,3.5,0,5.9,37.2,15.8,9,15.7,3,3,1,1,3,3,1,1,10.2,938.9,538.2,60.7,53.7,2.7,1.7,2.7,11.8,27.5,13.8,0,88,12,0,9.7,12.2,10.1,41.3,17.2,9.5,76.4,10,0,4.9,0,8.7,0,0,97.8,2.2,0,0,0,0,24.4,75.6,12.9,38032,40604,50840,57128,66249,65384,54977,56598,69818,103652,12,8,8,5707,11608,21399
"006902","CLAUDE ISD",27.9,4.7,1.6,1,6.1,1366108.5,238092,125692.2,3.7,6.7,3.9,7,6.6,0,132757.5,283670.1,181783.3,385356.4,382541.1,0,0.9,21.8,5.2,0,0,35.2,0,1,1,0,9.3,50.7,0,0,0,0,0,0.9,26.9,0,3.4,24.5,22.7,1.8,0,1,0,1.9,0.5,8,31.5,25.3,5.8,10.9,4.5,4.5,0,0,9,9,0,0,3.6,320.5,170.5,69.5,55,9.3,3.2,2,12,18.4,7.2,3.2,78.4,18.5,0,13.2,24.2,14.1,25,23.5,0,81.3,6.6,0,3.7,0,6.7,1.8,0,96.6,3.4,0,0,0,0,12,88,11.3,35984,42069,46348,55254,58392,,49000,50446,76618,117000,,,,,,
"007901","CHARLOTTE ISD",46.5,4.8,2.5,2,17.7,2699279.7,305428.2,199380,9.5,10,9,11,5,2,493388.6,525284.1,537411.1,695066.4,345808.9,102320.5,0,38.2,8.3,0,0,55.8,2,1,0,0,24,97.5,0,0,0,0,0,29.2,17.3,0,13,33.5,38.7,3.3,0,2,0,2.4,0,19.2,47.8,40.2,5.5,9.5,2.3,1,0,0,7,3,0,0,71.8,549.1,317.9,57.3,47.7,5,2.6,2.1,18.1,24.6,73.6,0,82.1,17.9,0,20.4,21.5,19.4,23.6,10.8,4.3,83.3,7.2,0,4.3,0,5.2,0,0,37.3,62.7,0,0,0,0,27.9,72.1,9.5,51937,52526,59608,63191,69142,51165,58028,63254,79752,97500,,,,,,
"007902","JOURDANTON ISD",118.9,5.9,8.5,4,29,7157935.6,479391.6,750753.8,14.3,21,26.9,28.1,24.6,4,722808.8,1040681.7,1485987.2,1789293.2,1811795.6,307369,0.1,93.7,25.1,0,0,137.3,0,3,0,1,63.6,229.9,0,0,0,0,0,31,87,0.9,28.3,90.6,91.6,8.7,0.1,5.9,0.2,9,3.3,20,122,16.4,4.3,11.8,4.8,1.8,8.3,4.3,19,7,58,30,93.2,1773.5,646.3,59.7,51.7,2.6,3.7,1.7,12.6,27.7,40.5,0.1,78.8,21.1,0,12,17.7,22.6,23.7,20.7,3.4,77.1,7.3,0.1,5,0.2,7.6,2.8,0,73.2,26.1,0,0,0,0.8,23.8,76.2,13.3,50617,49557,55334,63611,73600,76840,60212,81253,88528,110238,,,,,,
"007904","LYTLE ISD",124.6,23.8,9,8,34,7228971.1,1745826,729631,9.8,47.8,14,34,11.2,8,528087.2,2582238.6,776719.5,2087151.5,709231,545543.4,0,95.5,29.1,0,0,165.5,1,7,0,0,85.6,285.1,0,0,0,0,0,62.8,61.8,0,42.7,81.9,86.6,13.7,0.3,9,0,11.8,3.2,18.4,124.9,14.7,6.5,11.2,4.5,4.5,2,2,18,18,8,8,177.2,1495.2,867.8,58,43.7,8.4,3.2,2.8,11.9,30,62.1,0,76.6,23.4,0,7.8,38.3,11.2,27.3,9,6.4,69.5,11,0.2,7.2,0,9.5,2.6,0,49.6,50.4,0,0,0,0,34.3,65.7,14.6,53991,54060,55648,61453,63237,68611,58001,73203,81070,110300,,,,,,
"007905","PLEASANTON ISD",244.3,34,12.6,8.1,61.8,15775138.3,2562471,1113527.7,7.5,66.6,51,68,50.2,1,418442.2,3861549.1,3187319.2,4551624.3,3676828.5,79375,4.5,190.6,48.2,1,1,298.9,0,10,0,4,147.6,508.3,0,0,0,0,3,109.1,129.2,3,52,192.3,181.7,12.4,6.1,7,2,29.7,5.4,38.9,242.1,16.1,6.9,11.9,6.5,3.5,3.1,3.1,26,14,28,28,300.7,2981,1728.5,58.8,48.1,6.7,2.5,1.6,12.2,29,59.2,1.8,78,19.7,0.4,3.1,27.3,20.9,27.8,20.5,0.4,74.4,5.1,2.5,2.9,0.8,12.2,2.2,1.2,52.9,44.7,0,0,0,1.2,21.3,78.7,13.7,55696,57998,62494,66935,73278,79375,64580,75367,88713,112200,,,,,,
